CRN,AXLE_CNT,CARGO_BD_TYPE,CARRIER_ADDR_1,CARRIER_ADDR_2,CARRIER_ADDR_CITY,CARRIER_ADDR_STATE,CARRIER_ADDR_ZIP,CARRIER_NM,CARRIER_TEL,GVWR,HAZMAT_CD1,HAZMAT_CD2,HAZMAT_CD3,HAZMAT_CD4,HAZMAT_IND,HAZMAT_REL_IND1,HAZMAT_REL_IND2,HAZMAT_REL_IND3,HAZMAT_REL_IND4,ICC_NUM,OSIZE_LOAD_IND,PUC_NUM,UNIT_NUM,USDOT_NUM,VEH_CONFIG_CD
2016128732,2.0,8,3099 ORTHODOX ST.,,PHILADELPHIA,PA,19137,MAT BUS CO,2153830470.0,33000.0,,,,,N,,,,,,N,,2,2643668.0,11
2016129653,5.0,9,1920 S STATE ROAD 3,,RUSHVILLE,IN,46173,FRALEY AND SCHILLING,7403812924.0,80000.0,,,,,N,,,,,,N,,2,125465.0,6
2016131060,99.0,8,1234  MARKET ST,,PHILA,PA,19107,SEPTA,9999999999.0,999999.0,,,,,N,,,,,,N,,1,,10
2016132115,99.0,9,2508 WESTERN AVE,,SOUTH BEND,IN,46619,BRINKS,2157491200.0,19500.0,,,,,N,,,,,,N,,1,76054.0,5
2016132879,5.0,1,3000 FARNAM ST,,OMAHA,NE,68131,WERNER ENTERPRISES INC,4023451873.0,80000.0,,,,,N,,,,,,N,,2,53467.0,8
2016135569,5.0,1,P O BOX 268,,PTTSVILLE,PA,17901,EVANS DELIVERY COMPANY INC,5703859048.0,80000.0,,,,,N,,,,,,N,,1,38111.0,8
2017002071,99.0,8,1234  MARKET ST,,PHILA,PA,19107,SEPTA,9999999999.0,999999.0,,,,,N,,,,,,N,,2,,11
2017005743,99.0,9,SHUNK,,PHILA,PA,19145,DIANTONIO & BONGIOVANNI,9999999999.0,11000.0,,,,,N,,,,,,N,,2,,5
2017007870,99.0,8,1234  MARKET ST,,PHILA,PA,19107,SEPTA,9999999999.0,999999.0,,,,,N,,,,,,N,,1,,11
2017007876,99.0,7,"100 S BROAD ST,3RD FLOO",,PHILA,PA,19110,CITY OF PHILA,9999999999.0,57000.0,,,,,N,,,,,,N,,2,,5
2016010618,5.0,2,1723 RIVERSIDE DR,,PHILADELPHIA,PA,19154,FRANK B. GRAVES,2158694030.0,80000.0,,,,,N,,,,,,N,,2,38111.0,8
2016010618,5.0,1,3335 LONEFEATHER CRES,,MISSISSAUGA,ON,L4Y3G6,RISING STAR TRANSPORTATION,6032443030.0,999999.0,,,,,N,,,,,,N,,3,1114799.0,8
2016013535,2.0,8,440 N BROAD ST,,PHILADELPHIA,PA,19130,SCHOOL DISTRICT OF PHILADELPHIA,2154004350.0,30000.0,,,,,N,,,,,,N,,2,2057314.0,11
2016013713,99.0,9,1231 W RIDGE PIKE,,CONSHOHOCKEN,PA,19428,PACCAR LEASING,9999999999.0,26000.0,,,,,N,,,,,,N,,1,,4
2016013855,99.0,9,LOCUST,,NORRISTOWN,PA,19401,BIG BOYS TOWING,9999999999.0,16500.0,,,,,N,,,,,,N,,1,,5
2016014441,99.0,8,1234 MARKET,,PHILA,PA,19107,SEPTA,9999999999.0,999999.0,,,,,N,,,,,,N,,3,,11
2016016091,5.0,3,865 LAUREL RIDGE,,REINHOLDS,PA,17569,RGM TRANSPORT,6109422520.0,80000.0,,,,,,,,,,,N,,2,1383666.0,8
2016017038,5.0,1,355 DAVIDSON MILL RD,,JAMESBURG,NJ,08831,FOOD HAULERS INC,9088231027.0,,,,,,N,,,,,,N,,2,,8
2016017042,99.0,8,1234 MARKET ST 14TH FL,,PHILADELPHIA,PA,19107,SEPTA,9999999999.0,,,,,,N,,,,,,N,,1,,11
2016017045,5.0,1,1 COMMERCIAL RD,,SCARBOROUGH,ME,04074,ARPIN AMERICAN MOVING SYSTEMS,9724068220.0,,,,,,N,,,,,,N,,1,49922.0,8
2016019895,99.0,9,7777 ESSINGTON,,PHILA,PA,19153,BENTLEY TRUCK SERV,9999999999.0,33000.0,,,,,N,,,,,,N,,1,,5
2016026053,2.0,8,1234 MARKET ST,,PHILADELPHIA,PA,19107,SOUTHEASTERN PA TRANS AUTHORITY,2155807800.0,999999.0,,,,,N,,,,,,N,,2,,11
2016028696,3.0,9,100 E OLD LINCOLN HWY,,LANGHORNE,PA,19047,MAWSON & MAWSON INC,2157501100.0,80000.0,,,,,N,,,,,,N,,1,113529.0,8
2016029737,2.0,8,1234 MARKET ST,,PHILADELPHIA,PA,19107,TRENTON-PHIA COACH CO DIV. SEPTA,2155807907.0,50350.0,,,,,N,,,,,,N,,1,10206.0,11
2016029960,99.0,9,"100 S BROAD ST,3RD FLOO",,PHILA,PA,19110,CITY OF PHILA,9999999999.0,58350.0,,,,,N,,,,,,N,,2,,5
2016032106,99.0,6,WINCHESTER RD,,LEXINGTON,KY,40505,GLOBAL AUTO TRANS LLC,9999999999.0,999999.0,,,,,N,,,,,,N,,2,,8
2016033488,5.0,1,2 S BREVARD AVE,,ARCADIA,FL,34266,"INC GARCIA TORRES, YOHANDRO DBA",9999999999.0,80000.0,,,,,N,,,,,,N,,1,2545797.0,8
2016033826,99.0,9,346 PINECREST RD,,SPRINGFIELD,PA,19064,JACK CLARK,9999999999.0,66000.0,,,,,N,,,,,,N,,1,,9
2016035388,2.0,3,2277 NEW YORK AVE,,BENSALEM,PA,19020,GLASS ENTERPRISES INC,2156381007.0,33000.0,,,,,N,,,,,,N,,2,297242.0,9
2016039700,99.0,8,1234 MARKET,,PHILA,PA,19107,SEPTA,9999999999.0,999999.0,,,,,N,,,,,,N,,2,,10
2016040636,5.0,1,4055 A HIGHWAY VIEW DR,,KENT,OH,44240,IRON LEASING INC,3306734244.0,80000.0,,,,,N,,,,,,N,,1,450619.0,8
2016040871,99.0,7,508 E BALTIMORE AVE,,LANSDOWNE,PA,19050,ACCURATE TRASH REMOVAL,9999999999.0,66000.0,,,,,N,,,,,,N,,1,,5
2016041074,2.0,9,158 QUARY RD,,DOUGLASVILLE,PA,19158,JESSE BARO INC,6103238783.0,80000.0,,,,,N,,,,,,N,,1,85446.0,8
2016041429,99.0,8,734 SCHUYLKILL AVE,,PHILA,PA,19146,SCHOOL DIST OF PHILA,9999999999.0,999999.0,,,,,N,,,,,,N,,2,,11
2016043588,99.0,1,5420 BROWN AVE,,ST LOUIS,MO,63120,HUB GROUP TRUCKING INC,2676901874.0,80000.0,,,,,N,,,,,,N,,2,1454112.0,8
2016045350,2.0,8,3740 E THOMPSON ST,,PHOLADELPHIA,PA,19137,DURHAM SCHOOL SERVICES LP,9999999999.0,14200.0,,,,,N,,,,,,N,,1,350651.0,10
2016046093,99.0,9,600 CENTER AVE,,BENSALEM,PA,19020,EDA CONTRACTORS INC,9999999999.0,19500.0,,,,,N,,,,,,N,,1,,5
2016047308,99.0,9,127 HAVERFORD RD,,FOLSOM,PA,19033,REYNOLDS,9999999999.0,14500.0,,,,,N,,,,,,N,,2,,5
2016047808,99.0,9,615 WOLF ST,,PHILA,PA,19148,CHOR,9999999999.0,14000.0,,,,,N,,,,,,N,,1,,5
2016048589,99.0,8,1234 MARKET,,PHILA,PA,19107,SEPTA,9999999999.0,999999.0,,,,,N,,,,,,N,,1,,11
2016049460,99.0,3,"6655 KITTY AVE, FL 2",,CHICAGO RIDGE,IL,60415,CARAVAN GROUP INC,2177851800.0,34000.0,,,,,N,,,,,,N,,1,2412690.0,8
2016050293,2.0,8,3740 E THOMPSON ST,,PHILADELPHIA,PA,19137,DURHAM SCHOOL SERVICES LP,2155375405.0,23500.0,,,,,N,,,,,,N,,2,350651.0,11
2016052839,99.0,1,3495 SANGAMON AVE,,SPRINGFIELD,IL,62702,COCA-COLA REFRESHMENTS USA INC,2177851800.0,,,,,,N,,,,,,U,,2,291145.0,9
2016053684,99.0,8,1234 MARKE ST 14TH FL,,PHILADELPHIA,PA,19107,SEPTA,9999999999.0,,,,,,N,,,,,,N,,3,,11
2016053704,99.0,1,971 BRIARSDALE RD,,HARRISBURG,PA,17109,RYDER,9999999999.0,,,,,,N,,,,,,N,,2,,9
2016058010,2.0,1,900 LONG RIDGE ROAD BUILDING 2,,STAMFORD,CT,069021138,NESTLE WATERS NORTH AMERICA INC,2035314100.0,19500.0,,,,,N,,,,,,N,,3,297080.0,3
2016058557,99.0,8,1234 MARKET,,PHILA,PA,19107,SEPTA,9999999999.0,999999.0,,,,,N,,,,,,N,,4,,10
2016060828,99.0,1,119 MOONACHIE,,MOONACHIE,NJ,07074,RYDER TRUCK RENTAL,9999999999.0,999999.0,,,,,N,,,,,,N,,2,,8
2016063886,99.0,1,UNKNOWN,,UNKNOWN,ZZ,99999,PENSKE TRUCK LEASING CO LP,9999999999.0,999999.0,,,,,N,,,,,,N,,2,,5
2016063994,99.0,9,3100 PENROSE FERRY RD,,PHILA,PA,19145,PHILA HOUSING AUTHORITY,9999999999.0,13700.0,,,,,N,,,,,,N,,2,,5
2016065737,99.0,9,196 DELAWARE,,CLIFTON,NJ,07014,GUIDOS TRUCK LLC,9999999999.0,999999.0,,,,,N,,,,,,N,,1,,8
2016068711,99.0,9,1234 MARKET,,PHILA,PA,19107,SEPTA,9999999999.0,29500.0,,,,,N,,,,,,N,,2,,5
2016070242,99.0,9,"100 S BROAD ST,3RD FLOO",,PHILA,PA,19110,CITY OF PHILA,9999999999.0,58350.0,,,,,N,,,,,,N,,2,,5
2016072916,2.0,7,2644 LEIPZIG AVE,,MAYSLANDING,NJ,08330,"ROBERTS PAVEMENT, MNTNC LLC",6093777957.0,999999.0,,,,,N,,,,,,N,,1,2415712.0,3
2016080803,99.0,1,1105 GREENWICH ST,,PHILA,PA,19147,STELLAR MOVERS LLC,9999999999.0,25950.0,,,,,N,,,,,,N,,1,,5
2016082327,99.0,8,1234 MARKET,,PHILA,PA,19107,SEPTA,9999999999.0,999999.0,,,,,N,,,,,,N,,2,,11
2016083343,99.0,1,PO BOX 1,,VINITA,OK,74301,ELLIOTT LEASING INC,9999999999.0,999999.0,,,,,N,,,,,,N,,1,,8
2016084609,99.0,8,1234 MARKET,,PHILA,PA,19107,SEPTA,9999999999.0,999999.0,,,,,N,,,,,,N,,2,,11
2016092032,99.0,8,1234 MARKET,,PHILA,PA,19107,SEPTA,9999999999.0,999999.0,,,,,N,,,,,,N,,1,,11
2016092056,6.0,9,258 E SCOTLAND DR,,BEAR,DE,19701,NATIONAL RAILROAD PASS CORP,2158249651.0,999999.0,,,,,N,,,,,,N,,1,,5
2016092056,2.0,8,1234 MARKET ST,,PHILA,PA,19107,SEPTA,2157439700.0,999999.0,,,,,N,,,,,,N,,2,,10
2016093093,2.0,3,24 MAPLE AVE,,LUMBERTON,NJ,08048,MARS TOWING,6095186039.0,18000.0,,,,,N,,,,,,N,,4,30895476.0,3
2016093093,3.0,2,3938 S MAIN RD,,VINELAND,NJ,08360,RIGGINS INC,8568257600.0,80000.0,,,,,N,,,,,,N,,6,17279.0,8
2016094144,2.0,8,2905 ABBOTTSFORD AVE,,PHILADELPHIA,PA,19129,PHILADELPHIA TRANSPORTATION LLC,2158421222.0,29800.0,,,,,N,,,,,,N,A-00123255,2,1497653.0,11
2016094655,2.0,8,UNKNOWN,,UNKNOWN,ZZ,99999-9999,UNKNOWN,9999999999.0,,,,,,N,,,,,,N,,2,99999999.0,11
2016097181,99.0,8,3740 THOMPSON ST,,PHILA,PA,19137,DURHAM SCHOOL SERVICES,9999999999.0,999999.0,,,,,N,,,,,,N,,1,,10
2016105496,99.0,8,1234 MARKET,,PHILA,PA,19107,SEPTA,9999999999.0,999999.0,,,,,N,,,,,,N,,1,,10
2016105946,99.0,8,1234 MARKET ST,,PHILA,PA,19107,SEPTA,9999999999.0,999999.0,,,,,N,,,,,,N,,1,,11
2016107767,3.0,1,15460 ST RT 691,,NELSONVILLE,OH,45764,JIM ROBSON TRUCKING LLC,7407531425.0,80000.0,,,,,N,,,,,,N,,2,1239632.0,8
2016108580,99.0,9,1801 W SEDGLEY AVE,,PHILA,PA,19132,FOX WELDING,9999999999.0,25950.0,,,,,N,,,,,,,,2,,5
2016112165,99.0,8,1234  MARKET ST,,PHILA,PA,19107,SEPTA,9999999999.0,999999.0,,,,,N,,,,,,N,,2,,11
2016113462,3.0,1,1112 ROUTE 41 SUITE 103,,SCHERERVILLE,IN,46375,EVANS DELIVERY CO INC,5703859048.0,80000.0,,,,,N,,,,,,N,,1,38111.0,9
2016114406,5.0,1,825 EAST STATE STREET,,CAMDEN,NJ,08105,RIVER ROAD TRUCKING LLC,8567579221.0,42568.0,,,,,N,,,,,,N,,2,1871887.0,9
2016114719,2.0,1,22 MECHANIC ST,,BRIDGEPORT,NJ,08014,U AND B TRANSPORTATION,8564281119.0,26000.0,,,,,N,,,,,,N,,1,2338541.0,3
2016117008,2.0,8,4011-55 RICHMOND ST,,PHILADELPHIA,PA,19137,RELIANT TRANSPORTATION,2155331004.0,29000.0,,,,,N,,,,,,N,,2,2267611.0,11
2016126105,99.0,9,UNKNOWN,,UNKNOWN,ZZ,99999,UNKNOWN,9999999999.0,999999.0,,,,,N,,,,,,N,,1,,99
2016004365,2.0,8,4300 WEAVER PARKWAY,,WARRENVILLE,IL,60555,DURHAM SCHOOL SERVICES,6308219059.0,29000.0,,,,,N,,,,,,N,,2,350651.0,11
2016015925,6.0,1,1312 MARQUETTE DRIVE UN,,ROMEOVILLE,IL,60446,BEK EXPRESS INC,6303128464.0,,,,,,N,,,,,,N,,1,2439424.0,8
2016015925,6.0,1,120 SEAVIEW DRIVE,,SECAUCUS,NJ,07096,APEX EXPRESS,2014331002.0,,,,,,N,,,,,,N,,2,102213.0,8
2016019839,99.0,9,1050 W SWEDESDFORD RD,,BERWYN,PA,19312,PECO ENERGY,9999999999.0,33000.0,,,,,N,,,,,,N,,2,,5
2016021215,4.0,4,2330 BIG OAK ROAD,,LANGHORNE,PA,19047,JM PEREIRA AND SONS INC,2157029871.0,25900.0,,,,,N,,,,,,N,,1,562136.0,3
2016021215,99.0,4,17TH & ARSENAL BLVD,,HARRISBURG,PA,17121,PENDOT,7177872838.0,41000.0,,,,,N,,,,,,N,,2,892072.0,4
2016022608,99.0,1,2029 AIRPORT ROAD,,ELYSBURG,PA,17824,JH MACK TRUCKING,5702749206.0,80000.0,,,,,N,,,,,,N,,1,225596.0,8
2016022608,99.0,9,33 GLENOLA DR,,LEOLA,PA,17540,H M STAUFFER,7176562811.0,60000.0,,,,,N,,,,,,N,,2,225596.0,8
2016023683,99.0,9,DELSEA DR,,WESTVILLE,NJ,08093,JONASZ PRECAST INC,9999999999.0,999999.0,,,,,N,,,,,,N,,2,,5
2016026126,99.0,9,S 11,,PHILA,PA,19147,U S MAXIM NAIL SUPPLIES INC,9999999999.0,14500.0,,,,,N,,,,,,N,,2,,5
2016028799,99.0,9,179 W SPANGLER AVE.,,ELMHURST AVE.,IL,60126,BGM LOGISTIC INC.,317421240.0,80000.0,,,,,N,,,,,,N,,1,2286203.0,8
2016029351,2.0,1,100 S BROAD ST,,PHILADELPHIA,PA,10110,CITY OF PHILADELPHIA,2156861776.0,26000.0,,,,,N,,,,,,N,,1,,3
2016029905,99.0,8,3099 ORTHODOX ST,,PHILA,PA,99999,MAT BUS CORP,9999999999.0,999999.0,,,,,N,,,,,,N,,3,,11
2016031075,2.0,8,9800 CROSSPOINT BLVD,SUITE 300,INDIANAPOLIS,IN,46256,DURHAM SCHOOL SERVICES,9999999999.0,999999.0,,,,,N,,,,,,N,,1,350651.0,11
2016033811,99.0,8,SCHUYLKILL AVE,,PHILA,PA,19146,76 CARRIAGE COMPANY INC DBA PH,9999999999.0,999999.0,,,,,N,,,,,,N,,1,,11
2016033820,99.0,8,1234 MARKET,,PHILA,PA,19107,SEPTA,9999999999.0,999999.0,,,,,N,,,,,,N,,1,,11
2016033889,99.0,8,1557 S 58TH ST,,PHILA,PA,19143,BACK TO BASICS,9999999999.0,999999.0,,,,,N,,,,,,N,,3,,10
2016035358,99.0,8,1234 MARKET,,PHILA,PA,19107,SEPTA,9999999999.0,999999.0,,,,,N,,,,,,N,,1,,11
2016040183,5.0,1,110 JABEZ ST. STE. 194,,NEWARK,NJ,07105,MATRIX TRANSPORT LLC,9735782072.0,90000.0,,,,,N,,,,,,N,,2,2419225.0,8
2016040575,6.0,1,3801 NW 178TH ST,,MIAMI GARDENS,FL,33055,EXPRESS ROADWAY TRANSPORT,3055949776.0,,,,,,N,,,,,,N,,1,2556974.0,8
2016041436,3.0,9,GOOSE HILL RD BOX259,,JEFFERSON,ME,04348,AMF HOLDINGS LLC,8663593900.0,999999.0,,,,,N,,,,,,N,,1,2258283.0,8
2016044532,2.0,8,200 HAHN RD,,PITTSBURGH,PA,15209,FIRST STUDENT INC,5132412200.0,999999.0,,,,,N,,,,,,N,,1,,11
2016044600,99.0,9,100 S BROAD ST,,PHILA,PA,19110,CITY OF PHILA,9999999999.0,66000.0,,,,,N,,,,,,N,,3,,5
2016047807,99.0,9,5001 US HWY 30 WEST,,UNKNOWN,IN,99999,CRST LINCOLN,3214174065.0,999999.0,,,,,N,,,,,,Y,,1,,8
2016048712,99.0,8,1234 MARKET,,PHILA,PA,19107,SEPTA,9999999999.0,999999.0,,,,,N,,,,,,N,,2,,11
2016053787,99.0,9,4715 WINGATE STREET,,PHILA,PA,19136,TROTTER,9999999999.0,14500.0,,,,,N,,,,,,N,,1,,5
2016056050,99.0,8,2905 ABBOTTSFORD AVE 19,,PHILA,PA,19129,PHILLY TRANSPORTATION,9999999999.0,999999.0,,,,,N,,,,,,N,,1,,10
2016058465,5.0,1,PO BOX 811,,KENLY,NC,27542,D & D TRUCKING,9192844019.0,80000.0,,,,,N,,,,,,N,,1,1466385.0,6
2016058538,99.0,1,UNKNOWN,,UNKNOWN,ZZ,99999,HUB GROUP TRUCKING INC,9999999999.0,999999.0,,,,,N,,,,,,N,,1,,5
2016063895,99.0,1,4429 N AMERICAN ST,,PHILA,PA,19140,KINGS SEAFOOD,9999999999.0,999999.0,,,,,N,,,,,,N,,2,,5
2016064039,99.0,8,1234 MARKET,,PHILA,PA,19107,SEPTA,9999999999.0,999999.0,,,,,N,,,,,,N,,2,,11
2016066349,5.0,1,1451 MAIN ST,,HARRISONBURG,VA,22802,MOORES INC,5404344485.0,80000.0,,,,,N,,,,,,N,,2,144160.0,6
2016071203,5.0,6,17 COUNTRY GREENS DR,,BELLPORT,NY,11713,CARROLS TRANSPORT,5169036001.0,80000.0,,,,,N,,,,,,N,,2,516935.0,8
2016076354,3.0,4,427 SIUTH WHITE HORSE P,,BERLIN,NJ,08009,MOUNT CONSTRUCTION,8567688493.0,,,,,,N,,,,,,N,,4,1867266.0,9
2016078792,99.0,1,2703 DUDLEY STREET,,PHILADELPHIA,PA,19145,NEW MIZBEAH INC,8668147515.0,14000.0,,,,,N,,,,,,N,,2,265752.0,5
2016080359,99.0,1,HAMMONDS FERRY RD,,BALTIMORE,MD,21227,PENSKE TRUCK LEASING CO LP,9999999999.0,999999.0,,,,,N,,,,,,N,,1,,5
2016080524,99.0,8,1234 MARKET STREET,,PHILA,PA,19107,SEPTA,9999999999.0,999999.0,,,,,N,,,,,,N,,2,,10
2016082257,2.0,8,1234 MARKET STEET,,PHILADELPHIA,PA,19107,SOUTHEASTERN TRANS AUTHORITY,9999999999.0,999999.0,,,,,N,,,,,,N,,2,,10
2016082350,99.0,5,9004 W CHESTER PIKE,,UPPER DARBY,PA,19082,ROMA CONCRETE INC,9999999999.0,26000.0,,,,,N,,,,,,N,,1,,5
2016084589,99.0,8,1234 MARKET ST,,PHILADELPHIA,PA,19107,SEPTA,2155803700.0,999999.0,,,,,N,,,,,,N,,1,,11
2016084611,99.0,9,15 HINES DR,,MAWAH,NJ,99999,GODDING TRANSPORT,9999999999.0,999999.0,,,,,N,,,,,,N,,1,,8
2016087150,99.0,8,1234 MARKET,,PHILA,PA,19107,SEPTA,9999999999.0,999999.0,,,,,N,,,,,,N,,1,,11
2016087205,99.0,3,337 PHILMONT AVE,,FSTRVL TRVOSE,PA,19053,BLANCHE,9999999999.0,19000.0,,,,,N,,,,,,N,,3,,5
2016092179,99.0,4,843 ATWOOD RD,,PHILADELPHIA,PA,19151,DENNIS ERROL SIMPSON DBA SIMP,9999999999.0,80000.0,,,,,N,,,,,,U,,1,99999999.0,5
2016093328,4.0,4,1956 STOUT DR.,,IVYLAND,PA,18974,IVYLAND CONSTRUCTION CO. INC,2154435553.0,73280.0,,,,,N,,,,,,N,,1,653581.0,4
2016093328,5.0,1,650WESTTOWN RD.,,WEST CHESTER,PA,19381,A DUIE PYLE INC,8005235020.0,80000.0,,,,,N,,,,,,N,,2,113594.0,8
2016097326,3.0,8,7200 PARK AVE,,PENNSAUKEN,NJ,08109,SAFETY BUS SERVICE INC,8566652662.0,50700.0,,,,,N,,,,,,N,,2,17147.0,11
2016103150,5.0,1,5572 N OLINDA AVE,,FRESNO,CA,93723,PM TRANSPORT INC,8005238139.0,80000.0,,,,,N,,,,,,N,,1,1703729.0,8
2016103248,99.0,9,BREWSTER,,PHILA,PA,19153,AAA MID ATLANTIC INC,9999999999.0,19000.0,,,,,N,,,,,,N,,1,,5
2016105091,2.0,3,6910 N ROUTE 309,,COOPERSBURG,PA,18036,6910 N ROUTE 309,2672945401.0,26000.0,,,,,N,,,,,,N,,3,114501.0,3
2016105158,3.0,9,1850 UNION LANDING ROAD,,CINNAMINSON,NJ,08077,TNT EQUIPMENT,9137250973.0,30000.0,,,,,N,,,,,,N,,1,513695.0,4
2016105158,3.0,4,2 COLONIAL DRIVE,,NEWTOWN,PA,18940,GENTILE CONCRETE,2157529003.0,30000.0,,,,,N,,,,,,N,,2,964609.0,4
2016105957,99.0,8,4011 4055 RICHMOND ST,,PHILA,PA,19137,RELIANT TRANS,9999999999.0,999999.0,,,,,N,,,,,,N,,2,,10
2016106337,99.0,9,1234 MARKET,,PHILA,PA,19107,SEPTA,9999999999.0,19500.0,,,,,N,,,,,,N,,2,,5
2016108617,99.0,9,"100 S BROAD ST,3RD FLOO",,PHILA,PA,19110,CITY OF PHILA,9999999999.0,18750.0,,,,,N,,,,,,N,,2,,5
2016108653,99.0,8,RENNARD ST,,PHILA,PA,19116,NORTHEAST ADULT,9999999999.0,999999.0,,,,,N,,,,,,N,,1,,10
2016112151,99.0,1,4556 E STILES ST,,PHILA,PA,19124,AALIYAH TRANS,9999999999.0,80000.0,,,,,N,,,,,,N,,2,,8
2016112160,99.0,9,"4800 E TRINDLE RD,PO BO",,MECHANICSBURG,PA,17055,NAPA TRANS,9999999999.0,68000.0,,,,,N,,,,,,N,,2,,8
2016114278,3.0,3,301 RANCOCAS RD,,MT HOLLY,NJ,08060,PROBUILD,6097020910.0,999999.0,,,,,N,,,,,,N,,1,400989.0,4
2016117163,99.0,8,3740 E THOMPSON,,PHILA,PA,19137,DURHAM SCHOOL SERICES,9999999999.0,999999.0,,,,,N,,,,,,N,,1,,11
2016117702,99.0,8,344 E CHURCH ST,,LOCKHAVEN,PA,17745,SUSQUEHANNA TRANSIT,3706606914.0,50500.0,,,,,N,,,,,,N,,1,,11
2016117709,99.0,8,1234  MARKET ST,,PHILA,PA,19107,SEPTA,9999999999.0,999999.0,,,,,N,,,,,,N,,1,,11
2016117774,99.0,8,1234 MARKET,,PHILA,PA,19107,SEPTA,9999999999.0,999999.0,,,,,N,,,,,,N,,3,,10
2016119354,99.0,1,PO BOX 780,,MARSHALL,MN,56258,US BANK EQUIP,9999999999.0,25000.0,,,,,N,,,,,,N,,1,,5
2016119646,99.0,1,13650 HERITAGE PKWY,,FORT WORTH,TX,99999,DAIMLER TRUST,8565356602.0,,,,,,N,,,,,,N,,2,,99
2016120358,2.0,8,3099 MORTHODOX ST,,PHILADELPHIA,PA,19137,MATT BUS COMPANY,2150000000.0,153000.0,,,,,N,,,,,,N,,1,2643668.0,11
2016007851,99.0,6,783 ANNAPOLIS ROAD,,GAMBRILLS,MD,21054,BENZ ENTERPRISES INC,9513159617.0,80000.0,,,,,N,,,,,,N,,1,819791.0,8
2016009657,2.0,8,510 WALNUT ST. SUITE 4,,PHILADELPHIA,PA,19106,IMPERIAL PARKING CORP,2158298200.0,25000.0,,,,,N,,,,,,N,,2,,11
2016014434,99.0,1,3001 SHIRLEY DR,VIN IVYVS2530AG917707,JACKSON,MI,492010000,SERCOMBE TRUCKING,5173922260.0,,,,,,N,,,,,,N,FSGK2107,2,201894.0,8
2016016884,2.0,4,100 S BROAD STREET,,PHILADELPHIA,PA,10110,CITY OF PHLADELPHIA,2156861776.0,33000.0,,,,,N,,,,,,N,,1,,3
2016016884,2.0,8,1234 MARKET ST,,PHILADELPHIA,PA,10107,TRENTON-PHILADELPHIA COACH CO,2155807947.0,33000.0,,,,,N,,,,,,N,,2,10206.0,11
2016017057,99.0,8,1234 MARKET,,PHILA,PA,19107,SEPTA,9999999999.0,999999.0,,,,,N,,,,,,N,,1,,11
2016019817,99.0,8,1234 MARKET,,PHILA,PA,19107,SEPTA,9999999999.0,999999.0,,,,,N,,,,,,N,,3,,11
2016026080,99.0,9,"100 S BROAD ST,3RD FL",,PHILA,PA,19110,CITY OF PHILA OFFICE OF FLEET,9999999999.0,57220.0,,,,,N,,,,,,N,,1,,5
2016040968,99.0,8,440 N BROAD STREET,,PHILA,PA,19130,SCHOOL DISTRICT OF PHILADELPHIA,9999999999.0,999999.0,,,,,N,,,,,,N,,2,,11
2016041039,99.0,8,UNKNOWN,,UNKNOWN,ZZ,99999,UNKNOWN,9999999999.0,999999.0,,,,,N,,,,,,N,,1,,11
2016042481,99.0,8,160 MORGAN LANE,,YORK,PA,17402,DURHAM SCHOOL SERVICES LP,2677508594.0,999999.0,,,,,N,,,,,,N,,2,,11
2016043486,99.0,9,528 SCHUYLKILL ROAD,,PHOENIXVILLE,PA,19460,EVES TRUCKING CO,9999999999.0,80000.0,,,,,N,,,,,,N,,2,,8
2016045653,2.0,1,600 BRIGHTON STREET,,BETHLEHAM,PA,18015,R&K MLOGISTICS INCORPORATED,6108676160.0,26000.0,,,,,N,,,,,,N,,2,220560.0,3
2016048539,2.0,8,1234 MARKET,,PHILADELPHIA,PA,19107,SOUTHEASTERN PA TRANSIT AUTHORIT,2155807800.0,999999.0,,,,,N,,,,,,N,,3,,11
2016050515,5.0,1,740 SOUTH READING AVENU,,BOYERTOWN,PA,19512,WEST MOTOR FREIGHT,8004567885.0,80000.0,,,,,N,,,,,,N,,3,113693.0,8
2016051330,6.0,1,2224 BROADWAY ST,,CAMDEN,NJ,08104,HSCS,8569660900.0,,,,,,N,,,,,,N,,1,2824898.0,8
2016058563,99.0,1,DUDLEY,,PHILA,PA,19145,NEW MEZBEAH INC,9999999999.0,11000.0,,,,,N,,,,,,N,,1,,5
2016061274,5.0,1,883 EAST TOLINA ROAD,,NEW FREEDOM,PA,17349,A & S SERVICES INC,7177923632.0,80000.0,,,,,N,,,,,,N,,1,1880751.0,8
2016063471,2.0,1,1210 S. PINE ISLAND RD,,PLANTATION,FL,33324,DHL EXPRESS,9546261762.0,26000.0,,,,,N,,,,,,N,,1,315026.0,3
2016063471,5.0,1,155 FOOD CENTER DR,,BRONX,NY,10474,BALDOR EXPRESS,7188609100.0,80000.0,,,,,N,,,,,,N,,2,823890.0,8
2016064159,2.0,1,812 OAKWOOD DR,,GLENOLDEN,PA,19036,ANTHONY DELUCA,6106396130.0,24000.0,,,,,N,,,,,,N,,1,5396.0,3
2016066526,99.0,6,"3100 WEST END AVENUE, S",,NASHVILLE,TN,37203,WELLS FARGO EQUIPMENT INC,6107627317.0,34000.0,,,,,N,,,,,,N,,1,751209.0,8
2016072935,3.0,0,11690 NW 105 STREET,,MIAMI,FL,33178,RYDER TRUCK RENTAL INC,3055003726.0,80000.0,,,,,N,,,,,,N,,1,16130.0,7
