CRN,MC_BAG_IND,MC_DVR_BOOTS_IND,MC_DVR_EDC_IND,MC_DVR_EYEPRT_IND,MC_DVR_HLMTDOT_IND,MC_DVR_HLMTON_IND,MC_DVR_HLMT_TYPE,MC_DVR_LNGPNTS_IND,MC_DVR_LNGSLV_IND,MC_ENGINE_SIZE,MC_PASSNGR_IND,MC_PAS_BOOTS_IND,MC_PAS_EYEPRT_IND,MC_PAS_HLMTDOT_IND,MC_PAS_HLMTON_IND,MC_PAS_HLMT_TYPE,MC_PAS_LNGPNTS_IND,MC_PAS_LNGSLV_IND,MC_TRAIL_IND,PC_HDLGHT_IND,PC_HLMT_IND,PC_PASSNGR_IND,PC_REAR_RFLTR_IND,UNIT_NUM
2020081239,N,N,Y,N,U,U,9.0,Y,N,99999.0,N,,,,,,,,N,,,,,1
2020083031,Y,N,U,N,N,N,0.0,U,U,649.0,Y,N,N,N,N,0.0,U,U,N,,,,,2
2020084052,,,,,,,,,,,,,,,,,,,,N,Y,N,U,2
2020084164,N,U,U,N,N,N,0.0,Y,Y,600.0,N,,,,,,,,N,,,,,1
2020084402,N,U,N,U,U,U,9.0,U,U,99999.0,N,,,,,,,,N,,,,,1
2020084805,,,,,,,,,,,,,,,,,,,,U,N,N,U,2
2020088903,N,U,U,Y,U,N,1.0,Y,U,998.0,N,,,,,,,,N,,,,,1
2020093756,,,,,,,,,,,,,,,,,,,,N,N,N,U,2
2020094520,,,,,,,,,,,,,,,,,,,,U,N,N,U,2
2020101358,,,,,,,,,,,,,,,,,,,,U,N,N,U,2
2020101598,N,Y,U,Y,Y,Y,1.0,Y,Y,900.0,N,,,,,,,,N,,,,,2
2021006472,U,U,U,U,U,U,9.0,U,U,99999.0,N,,,,,,,,U,,,,,1
2020002910,,,,,,,,,,,,,,,,,,,,U,U,N,U,2
2020004289,N,N,U,Y,U,Y,1.0,Y,Y,600.0,N,,,,,,,,N,,,,,1
2020033986,N,N,N,N,N,N,0.0,Y,Y,600.0,N,,,,,,,,N,,,,,1
2020034116,N,U,N,U,U,U,9.0,U,U,372.0,N,,,,,,,,N,,,,,2
2020038448,N,N,Y,N,N,N,0.0,Y,Y,125.0,N,,,,,,,,N,,,,,1
2020039139,N,U,U,U,U,U,9.0,U,U,50.0,N,,,,,,,,N,,,,,1
2020039422,,,,,,,,,,,,,,,,,,,,N,N,N,N,2
2020040576,N,Y,U,Y,Y,Y,1.0,Y,Y,800.0,N,,,,,,,,N,,,,,2
2020041761,N,U,U,N,N,N,0.0,U,U,450.0,Y,U,U,N,N,0.0,U,U,N,,,,,2
2020042370,U,U,U,N,U,U,9.0,U,U,99999.0,Y,U,N,U,U,9.0,U,U,N,,,,,2
2020045263,N,N,U,N,N,N,0.0,Y,N,650.0,Y,N,N,N,N,0.0,Y,N,N,,,,,1
2020048742,Y,U,Y,U,U,U,9.0,Y,N,1200.0,N,,,,,,,,N,,,,,1
2020049560,U,U,U,U,U,U,9.0,Y,N,99999.0,N,,,,,,,,N,,,,,1
2020049783,U,U,U,U,U,U,9.0,U,U,99999.0,U,,,,,,,,U,,,,,1
2020050143,,,,,,,,,,,,,,,,,,,,U,U,N,U,2
2020053404,N,N,N,N,N,N,0.0,Y,N,600.0,N,,,,,,,,N,,,,,1
2020056181,N,N,U,N,N,N,0.0,Y,N,249.0,N,,,,,,,,N,,,,,1
2020057654,N,N,U,N,U,U,9.0,N,N,125.0,N,,,,,,,,N,,,,,1
2020059550,N,U,U,U,N,N,0.0,U,U,900.0,N,,,,,,,,N,,,,,2
2020063664,,,,,,,,,,,,,,,,,,,,U,Y,N,Y,2
2020063748,U,N,N,N,N,U,9.0,Y,N,99999.0,N,,,,,,,,N,,,,,1
2020065123,N,U,U,U,N,N,0.0,U,U,1330.0,Y,U,U,N,N,0.0,U,U,N,,,,,1
2020065278,N,U,N,N,N,N,0.0,U,U,99999.0,N,,,,,,,,N,,,,,2
2020066455,Y,U,U,N,U,Y,1.0,N,N,99999.0,N,,,,,,,,N,,,,,1
2020066569,,,,,,,,,,,,,,,,,,,,U,N,N,U,1
2020067641,N,N,N,N,N,N,0.0,Y,N,239.0,Y,N,N,N,N,0.0,Y,Y,N,,,,,1
2020070135,,,,,,,,,,,,,,,,,,,,U,N,N,U,2
2020070932,N,U,N,N,N,N,0.0,U,U,99999.0,N,,,,,,,,N,,,,,1
2020071206,N,U,U,U,U,U,1.0,U,U,998.0,N,,,,,,,,N,,,,,1
2020072544,,,,,,,,,,,,,,,,,,,,N,U,N,Y,1
2020072581,N,N,U,N,N,N,0.0,Y,N,250.0,N,,,,,,,,N,,,,,1
2020074257,N,U,U,U,U,U,9.0,U,U,805.0,Y,U,U,U,U,9.0,U,U,N,,,,,3
2020077899,N,N,U,N,N,N,0.0,N,N,0.0,N,,,,,,,,N,,,,,2
2020078313,N,Y,Y,Y,U,U,1.0,Y,Y,600.0,N,,,,,,,,N,,,,,2
2020079250,N,N,N,N,N,N,0.0,Y,N,600.0,N,,,,,,,,N,,,,,1
2020079649,,,,,,,,,,,,,,,,,,,,U,Y,N,U,2
2020084801,N,U,U,U,U,U,9.0,U,U,0.0,U,,,,,,,,N,,,,,2
2020084904,U,U,U,U,U,U,9.0,U,U,300.0,N,,,,,,,,N,,,,,1
2020086211,,,,,,,,,,,,,,,,,,,,U,N,N,U,2
2020086804,Y,Y,Y,Y,U,U,2.0,Y,Y,1200.0,N,,,,,,,,N,,,,,2
2020087698,,,,,,,,,,,,,,,,,,,,U,N,N,U,2
2020090138,,,,,,,,,,,,,,,,,,,,N,N,N,N,1
2020093673,N,U,U,U,U,U,9.0,U,U,1100.0,N,,,,,,,,N,,,,,1
2020094838,N,U,Y,Y,N,N,0.0,U,U,99999.0,N,,,,,,,,N,,,,,2
2020006081,N,U,U,N,N,N,0.0,U,U,99999.0,N,,,,,,,,N,,,,,1
2020017365,,,,,,,,,,,,,,,,,,,,U,U,U,U,2
2020022412,N,Y,Y,Y,U,Y,1.0,Y,Y,650.0,N,,,,,,,,N,,,,,1
2020025309,N,U,N,N,N,N,0.0,U,U,99999.0,N,,,,,,,,N,,,,,1
2020027684,,,,,,,,,,,,,,,,,,,,N,N,N,N,2
2020029160,U,U,U,U,U,U,9.0,U,U,99999.0,U,,,,,,,,U,,,,,1
2020036300,,,,,,,,,,,,,,,,,,,,Y,Y,N,Y,1
2020036789,,,,,,,,,,,,,,,,,,,,U,N,N,U,2
2020041544,N,Y,Y,N,Y,Y,3.0,Y,Y,649.0,N,,,,,,,,N,,,,,2
2020041753,N,N,Y,Y,N,N,0.0,N,N,1300.0,N,,,,,,,,N,,,,,2
2020041759,N,U,U,N,U,Y,3.0,Y,Y,1500.0,N,,,,,,,,N,,,,,2
2020044535,Y,Y,U,N,N,N,0.0,Y,N,1400.0,N,,,,,,,,N,,,,,1
2020045956,N,N,U,Y,Y,Y,1.0,Y,Y,600.0,N,,,,,,,,N,,,,,2
2020046479,N,N,Y,U,U,Y,1.0,Y,Y,1198.0,N,,,,,,,,N,,,,,1
2020047856,,,,,,,,,,,,,,,,,,,,N,N,N,U,1
2020048216,,,,,,,,,,,,,,,,,,,,U,N,N,U,2
2020048726,U,U,U,U,U,U,9.0,U,U,49.0,Y,U,U,U,U,9.0,U,U,N,,,,,1
2020049428,N,U,U,U,U,Y,1.0,N,Y,50.0,N,,,,,,,,N,,,,,1
2020050584,N,U,U,N,N,N,0.0,Y,N,99999.0,N,,,,,,,,N,,,,,1
2020055838,U,U,U,U,U,U,9.0,U,U,99999.0,N,,,,,,,,N,,,,,1
2020057382,N,U,U,Y,N,N,0.0,Y,Y,600.0,N,,,,,,,,N,,,,,1
2020058202,N,U,U,N,N,N,0.0,U,U,99999.0,N,,,,,,,,N,,,,,1
2020058614,,,,,,,,,,,,,,,,,,,,U,N,N,U,2
2020058957,Y,Y,N,Y,U,U,9.0,Y,N,750.0,N,,,,,,,,N,,,,,2
2020061090,Y,U,Y,Y,Y,U,9.0,Y,U,650.0,N,,,,,,,,N,,,,,1
2020061264,,,,,,,,,,,,,,,,,,,,U,N,N,U,1
2020062115,U,Y,U,Y,Y,Y,1.0,Y,Y,1000.0,N,,,,,,,,N,,,,,1
2020062120,Y,U,U,U,U,U,1.0,Y,N,150.0,N,,,,,,,,N,,,,,1
2020062704,U,N,U,Y,U,Y,1.0,Y,N,50.0,N,,,,,,,,N,,,,,1
2020063895,N,N,N,N,N,N,0.0,Y,N,1200.0,N,,,,,,,,N,,,,,1
2020065126,N,N,U,U,U,N,3.0,N,N,745.0,N,,,,,,,,N,,,,,1
2020066571,N,U,U,U,U,U,9.0,U,U,600.0,N,,,,,,,,N,,,,,1
2020068789,Y,N,Y,Y,U,Y,1.0,Y,Y,900.0,N,,,,,,,,N,,,,,2
2020068793,N,N,U,Y,N,N,0.0,Y,N,500.0,N,,,,,,,,N,,,,,2
2020070572,N,U,U,U,U,U,9.0,U,U,750.0,N,,,,,,,,N,,,,,1
2020071751,,,,,,,,,,,,,,,,,,,,N,N,N,U,2
2020079321,,,,,,,,,,,,,,,,,,,,U,N,N,U,2
2020081637,N,U,U,U,U,U,9.0,U,U,600.0,N,,,,,,,,N,,,,,2
2020082395,Y,U,U,Y,Y,Y,1.0,Y,Y,1800.0,N,,,,,,,,N,,,,,1
2020083284,Y,Y,U,Y,U,Y,1.0,Y,Y,599.0,N,,,,,,,,N,,,,,1
2020084161,N,U,U,U,U,U,9.0,U,U,0.0,N,,,,,,,,N,,,,,1
2020094823,N,N,U,U,N,N,0.0,Y,Y,99999.0,N,,,,,,,,N,,,,,2
2020100081,N,U,U,U,N,N,0.0,Y,N,250.0,N,,,,,,,,N,,,,,1
2020111411,N,N,U,N,N,N,0.0,Y,Y,250.0,N,,,,,,,,N,,,,,1
2021006498,N,U,N,N,N,N,0.0,Y,Y,250.0,N,,,,,,,,N,,,,,1
2020022799,N,U,U,N,U,U,9.0,U,U,99999.0,N,,,,,,,,N,,,,,1
2020026040,,,,,,,,,,,,,,,,,,,,N,N,N,U,2
2020032454,N,U,U,U,U,U,9.0,Y,Y,125.0,N,,,,,,,,N,,,,,2
2020035653,N,N,N,Y,Y,Y,1.0,Y,Y,750.0,N,,,,,,,,N,,,,,1
2020036395,N,N,Y,Y,Y,Y,1.0,Y,Y,300.0,N,,,,,,,,N,,,,,1
2020039998,N,N,Y,Y,U,Y,1.0,Y,Y,650.0,N,,,,,,,,N,,,,,1
2020040658,,,,,,,,,,,,,,,,,,,,U,N,N,U,2
2020041554,N,N,U,N,N,N,0.0,Y,N,750.0,N,,,,,,,,N,,,,,1
2020042316,,,,,,,,,,,,,,,,,,,,U,N,N,U,2
2020043731,,,,,,,,,,,,,,,,,,,,U,N,N,U,2
2020050185,N,U,N,N,N,N,0.0,Y,N,250.0,N,,,,,,,,N,,,,,1
2020050957,Y,N,Y,U,N,N,0.0,N,N,1449.0,N,,,,,,,,N,,,,,1
2020051989,Y,Y,Y,Y,Y,Y,1.0,Y,Y,750.0,N,,,,,,,,N,,,,,2
2020051992,,,,,,,,,,,,,,,,,,,,U,N,N,U,2
2020052150,U,U,U,N,N,N,0.0,U,U,1000.0,U,,,,,,,,U,,,,,1
2020053109,N,U,N,U,U,Y,1.0,U,U,1800.0,Y,U,U,U,Y,1.0,U,U,N,,,,,1
2020055003,N,Y,U,Y,U,Y,1.0,Y,N,1000.0,N,,,,,,,,N,,,,,1
2020056925,,,,,,,,,,,,,,,,,,,,U,N,N,U,2
2020059018,,,,,,,,,,,,,,,,,,,,U,N,N,U,2
2020061256,,,,,,,,,,,,,,,,,,,,U,N,N,U,2
2020061347,N,U,N,N,U,Y,3.0,Y,N,250.0,N,,,,,,,,N,,,,,1
2020063116,Y,Y,U,Y,Y,U,3.0,Y,Y,1600.0,N,,,,,,,,N,,,,,1
2020063866,N,U,U,U,U,U,9.0,U,U,500.0,N,,,,,,,,N,,,,,1
2020064132,N,N,N,N,U,Y,1.0,Y,N,99999.0,N,,,,,,,,N,,,,,1
2020064134,,,,,,,,,,,,,,,,,,,,N,N,N,N,2
2020064758,,,,,,,,,,,,,,,,,,,,U,N,N,U,2
2020066714,N,U,U,Y,U,U,1.0,Y,N,600.0,N,,,,,,,,N,,,,,1
2020067967,N,N,N,N,N,N,0.0,N,N,300.0,N,,,,,,,,N,,,,,1
2020069924,,,,,,,,,,,,,,,,,,,,U,N,N,U,2
2020072397,N,U,N,N,N,N,0.0,U,U,99999.0,N,,,,,,,,N,,,,,2
2020072488,,,,,,,,,,,,,,,,,,,,U,N,N,U,2
2020074518,N,U,Y,U,U,U,9.0,U,U,124.0,N,,,,,,,,N,,,,,1
2020080306,,,,,,,,,,,,,,,,,,,,N,N,N,N,2
2020086216,N,U,N,U,U,U,9.0,U,U,99999.0,N,,,,,,,,N,,,,,2
2020087335,N,N,U,U,U,N,1.0,Y,N,750.0,N,,,,,,,,N,,,,,1
2020087553,,,,,,,,,,,,,,,,,,,,N,N,N,U,1
2020089974,N,U,N,Y,U,Y,1.0,Y,Y,599.0,N,,,,,,,,N,,,,,1
2020092308,N,Y,U,U,U,U,9.0,Y,Y,3539.0,N,,,,,,,,N,,,,,2
2020094440,,,,,,,,,,,,,,,,,,,,N,N,N,U,2
2020096994,U,U,U,N,N,N,0.0,U,U,99999.0,N,,,,,,,,N,,,,,2
2020098285,,,,,,,,,,,,,,,,,,,,U,N,N,U,2
2020102417,,,,,,,,,,,,,,,,,,,,U,N,N,U,2
2020103011,N,U,N,N,N,N,0.0,Y,Y,110.0,N,,,,,,,,N,,,,,1
2020107586,N,N,N,N,N,N,0.0,Y,Y,696.0,N,,,,,,,,N,,,,,1
2020112096,,,,,,,,,,,,,,,,,,,,U,N,N,U,1
2020001930,,,,,,,,,,,,,,,,,,,,U,N,N,U,2
2020003419,N,U,N,N,N,N,0.0,U,U,99999.0,N,,,,,,,,N,,,,,1
2020005260,,,,,,,,,,,,,,,,,,,,U,N,N,U,2
2020008755,U,U,U,U,U,U,9.0,U,U,100.0,Y,N,N,N,N,0.0,N,N,N,,,,,1
2020019123,,,,,,,,,,,,,,,,,,,,N,N,N,N,2
2020019584,,,,,,,,,,,,,,,,,,,,N,N,N,N,2
2020023884,,,,,,,,,,,,,,,,,,,,N,N,N,N,2
2020029951,,,,,,,,,,,,,,,,,,,,U,N,N,U,1
2020030863,Y,Y,U,N,U,U,9.0,Y,Y,900.0,N,,,,,,,,N,,,,,1
2020035272,U,Y,U,Y,Y,Y,1.0,Y,Y,900.0,N,,,,,,,,N,,,,,1
2020036592,Y,Y,Y,U,U,U,9.0,Y,Y,296.0,N,,,,,,,,N,,,,,1
2020039193,,,,,,,,,,,,,,,,,,,,U,N,N,U,2
2020039462,N,N,Y,Y,U,Y,1.0,Y,N,600.0,N,,,,,,,,N,,,,,1
2020042301,N,N,N,N,N,N,0.0,N,N,99999.0,N,,,,,,,,N,,,,,1
2020042325,,,,,,,,,,,,,,,,,,,,N,N,N,N,2
2020043259,,,,,,,,,,,,,,,,,,,,N,N,N,U,2
2020045961,Y,Y,N,N,N,N,0.0,Y,N,1584.0,Y,N,N,N,N,0.0,Y,Y,N,,,,,1
2020046015,,,,,,,,,,,,,,,,,,,,U,N,N,U,2
2020048751,,,,,,,,,,,,,,,,,,,,U,N,N,U,2
2020050956,N,N,N,N,N,N,0.0,N,N,85.0,N,,,,,,,,N,,,,,2
2020051230,N,Y,Y,Y,U,Y,1.0,Y,Y,1854.0,N,,,,,,,,N,,,,,1
2020051472,,,,,,,,,,,,,,,,,,,,N,Y,N,N,2
2020052687,N,N,U,N,N,N,0.0,N,N,4.0,N,,,,,,,,N,,,,,1
2020054703,N,N,U,N,N,N,0.0,N,N,400.0,N,,,,,,,,N,,,,,2
2020057748,N,N,N,Y,N,N,0.0,Y,N,250.0,N,,,,,,,,N,,,,,1
2020059021,N,N,U,N,N,N,0.0,N,N,600.0,N,,,,,,,,N,,,,,1
2020059117,,,,,,,,,,,,,,,,,,,,U,U,N,U,2
2020059495,N,N,Y,N,Y,Y,1.0,U,U,125.0,N,,,,,,,,N,,,,,1
2020063957,,,,,,,,,,,,,,,,,,,,N,N,N,N,2
2020064129,,,,,,,,,,,,,,,,,,,,N,N,N,N,1
2020064529,N,U,U,Y,U,N,1.0,Y,Y,1300.0,N,,,,,,,,N,,,,,1
2020064763,N,N,U,U,N,N,0.0,Y,U,150.0,N,,,,,,,,N,,,,,2
2020065850,N,Y,Y,Y,U,U,9.0,N,N,800.0,Y,N,N,N,N,0.0,N,N,N,,,,,1
2020065860,N,U,U,U,U,N,0.0,U,U,2500.0,N,,,,,,,,N,,,,,1
2020069615,N,U,U,N,N,N,0.0,U,U,1170.0,N,,,,,,,,N,,,,,2
2020069892,N,U,U,Y,N,Y,1.0,Y,N,250.0,N,,,,,,,,N,,,,,1
2020070142,N,N,N,N,N,N,0.0,N,N,70.0,N,,,,,,,,N,,,,,1
2020072583,N,Y,U,U,N,N,0.0,Y,Y,599.0,N,,,,,,,,N,,,,,1
2020074092,N,Y,U,N,N,U,3.0,Y,Y,99999.0,N,,,,,,,,N,,,,,1
2020074743,N,U,N,U,U,U,9.0,U,U,600.0,N,,,,,,,,N,,,,,1
2020082128,N,U,U,U,U,U,9.0,Y,U,125.0,N,,,,,,,,N,,,,,1
2020082395,Y,U,U,U,Y,Y,1.0,Y,Y,1832.0,N,,,,,,,,N,,,,,2
2020082596,,,,,,,,,,,,,,,,,,,,U,Y,N,Y,1
2020083015,N,N,U,U,N,N,0.0,U,U,998.0,N,,,,,,,,N,,,,,2
2020083020,Y,U,U,U,U,U,9.0,Y,N,1330.0,N,,,,,,,,N,,,,,1
2020083025,,,,,,,,,,,,,,,,,,,,N,Y,N,N,1
2020083337,N,N,N,Y,N,N,0.0,Y,N,155.0,N,,,,,,,,N,,,,,1
2020084708,,,,,,,,,,,,,,,,,,,,U,N,N,U,2
2020087338,N,N,N,N,N,N,0.0,Y,N,250.0,N,,,,,,,,N,,,,,1
2020089882,,,,,,,,,,,,,,,,,,,,U,N,N,U,1
2020094290,,,,,,,,,,,,,,,,,,,,U,N,N,U,2
2020100446,,,,,,,,,,,,,,,,,,,,N,Y,N,Y,2
2020101159,N,Y,U,Y,Y,Y,1.0,Y,Y,600.0,N,,,,,,,,N,,,,,1
2020109358,N,N,Y,Y,U,Y,1.0,Y,Y,805.0,N,,,,,,,,N,,,,,1
2021002968,N,U,N,N,N,N,0.0,U,U,99999.0,N,,,,,,,,N,,,,,1
2020005258,,,,,,,,,,,,,,,,,,,,U,N,N,U,1
2020015307,,,,,,,,,,,,,,,,,,,,N,Y,N,N,1
2020016657,U,U,N,N,N,N,0.0,U,U,99999.0,N,,,,,,,,N,,,,,1
2020025313,N,N,Y,Y,U,Y,1.0,Y,N,248.0,N,,,,,,,,N,,,,,2
2020026676,,,,,,,,,,,,,,,,,,,,N,N,N,U,2
2020029949,N,N,U,Y,N,N,0.0,Y,Y,500.0,N,,,,,,,,N,,,,,1
2020032233,Y,Y,Y,Y,U,Y,2.0,Y,Y,99999.0,N,,,,,,,,N,,,,,1
2020033525,N,N,U,N,N,N,0.0,Y,Y,99999.0,N,,,,,,,,N,,,,,2
2020033706,N,N,Y,Y,Y,Y,1.0,Y,Y,600.0,N,,,,,,,,N,,,,,1
2020035721,Y,U,U,N,N,N,0.0,N,N,1500.0,N,,,,,,,,N,,,,,1
2020036395,N,N,Y,Y,Y,Y,1.0,Y,Y,300.0,N,,,,,,,,N,,,,,3
2020037864,N,Y,Y,Y,Y,Y,1.0,Y,Y,500.0,N,,,,,,,,N,,,,,1
2020038032,Y,N,N,N,N,N,0.0,Y,Y,970.0,N,,,,,,,,N,,,,,1
2020039000,N,U,U,U,U,U,9.0,U,U,400.0,N,,,,,,,,N,,,,,1
2020042700,,,,,,,,,,,,,,,,,,,,U,N,N,U,2
2020044511,,,,,,,,,,,,,,,,,,,,U,N,N,U,2
2020044709,,,,,,,,,,,,,,,,,,,,U,N,N,U,2
2020046292,,,,,,,,,,,,,,,,,,,,N,U,N,Y,2
2020047305,N,N,N,N,N,N,0.0,N,N,634.0,N,,,,,,,,N,,,,,1
2020054786,Y,U,N,U,N,N,0.0,U,U,883.0,N,,,,,,,,N,,,,,2
2020055008,,,,,,,,,,,,,,,,,,,,U,U,N,U,2
2020055295,Y,N,U,N,U,U,0.0,N,N,99999.0,N,,,,,,,,N,,,,,1
2020055540,,,,,,,,,,,,,,,,,,,,U,N,N,U,2
2020057847,,,,,,,,,,,,,,,,,,,,N,N,N,N,1
2020058951,N,Y,Y,Y,Y,Y,1.0,Y,Y,1000.0,N,,,,,,,,N,,,,,2
2020059225,N,Y,Y,Y,Y,Y,1.0,Y,Y,600.0,N,,,,,,,,N,,,,,1
2020062679,,,,,,,,,,,,,,,,,,,,U,N,N,U,2
2020065779,N,N,N,N,N,N,0.0,N,N,150.0,Y,N,N,N,N,0.0,N,N,N,,,,,1
2020067894,,,,,,,,,,,,,,,,,,,,N,N,N,N,2
2020069029,,,,,,,,,,,,,,,,,,,,U,N,N,U,2
2020069461,U,U,U,U,U,U,9.0,U,U,99999.0,N,,,,,,,,N,,,,,1
2020070466,,,,,,,,,,,,,,,,,,,,U,N,N,U,2
2020071557,N,U,N,Y,U,Y,1.0,U,N,250.0,N,,,,,,,,N,,,,,2
2020072487,,,,,,,,,,,,,,,,,,,,N,N,N,N,2
2020072629,U,U,U,U,U,U,9.0,U,U,150.0,N,,,,,,,,N,,,,,1
2020073064,N,N,U,N,N,N,0.0,N,N,1400.0,N,,,,,,,,N,,,,,1
2020073255,N,Y,Y,U,U,U,9.0,Y,Y,1000.0,N,,,,,,,,N,,,,,1
2020073896,N,N,U,N,N,N,0.0,N,N,0.0,N,,,,,,,,N,,,,,1
2020073926,Y,U,N,Y,U,U,9.0,U,U,1200.0,N,,,,,,,,N,,,,,1
2020074744,U,U,U,U,U,U,9.0,U,U,250.0,U,,,,,,,,U,,,,,1
2020074925,U,U,U,U,U,U,9.0,U,U,200.0,N,,,,,,,,U,,,,,1
2020075984,,,,,,,,,,,,,,,,,,,,U,N,N,U,1
2020076140,N,N,U,Y,N,N,0.0,Y,Y,600.0,N,,,,,,,,N,,,,,1
2020076345,U,N,N,N,N,N,0.0,N,N,1000.0,N,,,,,,,,N,,,,,1
2020077118,,,,,,,,,,,,,,,,,,,,U,N,N,U,2
2020078861,,,,,,,,,,,,,,,,,,,,N,N,N,Y,3
2020079563,U,N,U,U,U,U,9.0,U,U,1.0,N,,,,,,,,N,,,,,1
2020079573,N,U,U,U,U,U,9.0,U,U,495.0,N,,,,,,,,N,,,,,1
2020081951,Y,Y,Y,Y,Y,Y,2.0,Y,Y,1450.0,N,,,,,,,,N,,,,,1
2020082030,N,Y,U,U,N,N,0.0,Y,Y,1200.0,N,,,,,,,,N,,,,,1
2020082035,N,U,U,U,U,U,9.0,U,U,100.0,N,,,,,,,,N,,,,,2
2020082332,,,,,,,,,,,,,,,,,,,,N,N,N,Y,2
2020083297,N,Y,Y,Y,N,Y,1.0,Y,Y,1000.0,N,,,,,,,,N,,,,,1
2020088900,N,Y,U,Y,U,Y,1.0,N,N,800.0,N,,,,,,,,N,,,,,2
2020090135,Y,U,U,U,U,U,9.0,Y,Y,560.0,N,,,,,,,,N,,,,,1
2020090137,,,,,,,,,,,,,,,,,,,,U,N,N,U,2
2020090645,U,U,U,N,N,N,0.0,U,U,99999.0,N,,,,,,,,N,,,,,2
2020091253,N,N,N,Y,Y,Y,1.0,Y,N,321.0,N,,,,,,,,N,,,,,1
2020095814,N,U,U,N,Y,Y,1.0,Y,Y,600.0,N,,,,,,,,N,,,,,1
2020095935,N,N,U,N,N,N,0.0,N,N,600.0,N,,,,,,,,N,,,,,2
2020097911,N,U,N,U,N,N,0.0,U,U,450.0,N,,,,,,,,N,,,,,1
2020099984,,,,,,,,,,,,,,,,,,,,U,U,U,U,2
2020103123,Y,Y,Y,Y,Y,Y,2.0,Y,Y,1548.0,N,,,,,,,,N,,,,,1
2020021888,,,,,,,,,,,,,,,,,,,,N,U,N,Y,1
2020023044,,,,,,,,,,,,,,,,,,,,N,N,N,N,2
2020025635,Y,U,N,U,U,U,9.0,U,U,0.0,N,,,,,,,,N,,,,,1
2020028845,,,,,,,,,,,,,,,,,,,,Y,Y,N,Y,2
2020029906,N,Y,N,N,N,N,0.0,Y,Y,1200.0,Y,Y,N,N,N,0.0,Y,Y,N,,,,,1
2020034416,N,U,U,U,U,U,1.0,U,U,99999.0,N,,,,,,,,N,,,,,1
2020037627,N,U,N,Y,U,Y,1.0,U,U,1000.0,Y,U,Y,N,N,0.0,U,U,N,,,,,1
2020039035,U,N,U,U,U,U,9.0,U,N,599.0,N,,,,,,,,N,,,,,1
2020040577,N,N,U,N,N,N,0.0,Y,Y,651.0,N,,,,,,,,N,,,,,1
2020041258,U,U,N,U,U,U,9.0,Y,Y,600.0,N,,,,,,,,N,,,,,1
2020041418,N,N,U,N,Y,Y,1.0,Y,N,650.0,N,,,,,,,,N,,,,,1
2020044208,,,,,,,,,,,,,,,,,,,,U,N,N,U,1
2020045267,,,,,,,,,,,,,,,,,,,,U,U,N,U,2
2020052358,N,N,U,N,N,N,0.0,N,N,100.0,N,,,,,,,,N,,,,,1
2020055880,N,N,U,N,N,N,0.0,N,Y,600.0,Y,N,N,U,U,1.0,N,N,N,,,,,1
2020056348,N,Y,N,N,U,N,0.0,N,U,500.0,N,,,,,,,,N,,,,,2
2020056802,N,N,U,N,U,Y,1.0,Y,N,12.0,N,,,,,,,,N,,,,,1
2020059287,N,U,U,Y,U,U,9.0,Y,Y,125.0,N,,,,,,,,N,,,,,1
2020060579,U,U,U,N,N,N,0.0,U,U,99999.0,N,,,,,,,,N,,,,,2
2020062686,Y,N,N,N,N,N,0.0,Y,N,1000.0,Y,N,N,N,N,0.0,Y,N,N,,,,,2
2020063804,U,U,U,U,U,U,9.0,U,U,99999.0,Y,N,N,N,N,0.0,N,N,U,,,,,2
2020067891,N,N,N,N,N,N,0.0,N,N,100.0,N,,,,,,,,N,,,,,1
2020069026,,,,,,,,,,,,,,,,,,,,U,N,N,U,2
2020069519,,,,,,,,,,,,,,,,,,,,U,N,U,U,3
2020069950,N,Y,Y,Y,U,Y,1.0,Y,Y,650.0,N,,,,,,,,N,,,,,2
2020070569,,,,,,,,,,,,,,,,,,,,U,U,N,U,2
2020072485,,,,,,,,,,,,,,,,,,,,U,N,N,U,2
2020073073,N,N,U,N,N,N,1.0,Y,N,50.0,N,,,,,,,,N,,,,,2
2020073927,U,N,N,N,N,N,0.0,N,N,650.0,Y,N,N,N,N,0.0,N,N,N,,,,,2
2020074445,,,,,,,,,,,,,,,,,,,,N,Y,N,N,2
2020078076,,,,,,,,,,,,,,,,,,,,N,Y,N,Y,2
2020078312,N,Y,Y,Y,U,Y,1.0,U,N,50.0,N,,,,,,,,N,,,,,1
2020078895,N,N,Y,N,N,N,0.0,Y,Y,125.0,N,,,,,,,,N,,,,,1
2020080638,,,,,,,,,,,,,,,,,,,,N,Y,N,Y,2
2020080642,N,N,N,N,N,N,0.0,Y,Y,600.0,N,,,,,,,,N,,,,,1
2020081275,Y,Y,Y,Y,Y,Y,2.0,Y,Y,1300.0,N,,,,,,,,N,,,,,1
2020082330,,,,,,,,,,,,,,,,,,,,U,N,N,U,2
2020083133,,,,,,,,,,,,,,,,,,,,U,N,N,U,2
2020083335,Y,Y,U,Y,Y,Y,3.0,Y,Y,15.0,N,,,,,,,,N,,,,,1
2020086201,N,U,U,U,U,Y,1.0,U,U,400.0,N,,,,,,,,N,,,,,1
2020087329,N,Y,Y,N,U,U,9.0,Y,Y,150.0,N,,,,,,,,N,,,,,1
2020087971,N,Y,Y,Y,U,Y,1.0,Y,Y,249.0,N,,,,,,,,N,,,,,1
